,y_test,predictions,precision,recall
24194,0,0,0.08415794929789841,0.8147810218978102
84689,0,1,0.08415794929789841,0.8147810218978102
46221,0,0,0.08415794929789841,0.8147810218978102
44222,0,1,0.08415794929789841,0.8147810218978102
73844,0,0,0.08415794929789841,0.8147810218978102
72889,0,0,0.08415794929789841,0.8147810218978102
11794,0,0,0.08415794929789841,0.8147810218978102
50660,0,1,0.08415794929789841,0.8147810218978102
69361,0,0,0.08415794929789841,0.8147810218978102
22420,0,1,0.08415794929789841,0.8147810218978102
82278,0,1,0.08415794929789841,0.8147810218978102
64515,0,1,0.08415794929789841,0.8147810218978102
34198,0,0,0.08415794929789841,0.8147810218978102
35874,0,1,0.08415794929789841,0.8147810218978102
45490,0,1,0.08415794929789841,0.8147810218978102
1319,0,0,0.08415794929789841,0.8147810218978102
31040,0,0,0.08415794929789841,0.8147810218978102
9272,0,0,0.08415794929789841,0.8147810218978102
2010,0,0,0.08415794929789841,0.8147810218978102
73518,0,0,0.08415794929789841,0.8147810218978102
81975,0,1,0.08415794929789841,0.8147810218978102
50040,0,1,0.08415794929789841,0.8147810218978102
84719,0,1,0.08415794929789841,0.8147810218978102
50411,0,0,0.08415794929789841,0.8147810218978102
64221,0,1,0.08415794929789841,0.8147810218978102
9472,0,1,0.08415794929789841,0.8147810218978102
95026,0,0,0.08415794929789841,0.8147810218978102
89417,0,0,0.08415794929789841,0.8147810218978102
77069,0,1,0.08415794929789841,0.8147810218978102
67450,0,1,0.08415794929789841,0.8147810218978102
99646,1,1,0.08415794929789841,0.8147810218978102
75130,0,0,0.08415794929789841,0.8147810218978102
66777,0,1,0.08415794929789841,0.8147810218978102
99838,0,1,0.08415794929789841,0.8147810218978102
43843,0,1,0.08415794929789841,0.8147810218978102
38851,0,1,0.08415794929789841,0.8147810218978102
18063,0,1,0.08415794929789841,0.8147810218978102
15084,0,1,0.08415794929789841,0.8147810218978102
74670,0,0,0.08415794929789841,0.8147810218978102
24961,0,1,0.08415794929789841,0.8147810218978102
62369,0,0,0.08415794929789841,0.8147810218978102
72124,0,0,0.08415794929789841,0.8147810218978102
45827,0,0,0.08415794929789841,0.8147810218978102
59347,0,1,0.08415794929789841,0.8147810218978102
8106,0,0,0.08415794929789841,0.8147810218978102
85393,0,1,0.08415794929789841,0.8147810218978102
94427,0,0,0.08415794929789841,0.8147810218978102
39541,1,1,0.08415794929789841,0.8147810218978102
87984,0,1,0.08415794929789841,0.8147810218978102
67290,0,1,0.08415794929789841,0.8147810218978102
71103,0,1,0.08415794929789841,0.8147810218978102
81369,0,0,0.08415794929789841,0.8147810218978102
1341,0,1,0.08415794929789841,0.8147810218978102
54178,1,1,0.08415794929789841,0.8147810218978102
48786,0,1,0.08415794929789841,0.8147810218978102
4352,0,1,0.08415794929789841,0.8147810218978102
83580,0,1,0.08415794929789841,0.8147810218978102
8433,0,1,0.08415794929789841,0.8147810218978102
73966,0,1,0.08415794929789841,0.8147810218978102
91874,0,1,0.08415794929789841,0.8147810218978102
30567,0,1,0.08415794929789841,0.8147810218978102
29280,0,0,0.08415794929789841,0.8147810218978102
16697,0,0,0.08415794929789841,0.8147810218978102
14735,0,0,0.08415794929789841,0.8147810218978102
53855,0,0,0.08415794929789841,0.8147810218978102
30006,0,1,0.08415794929789841,0.8147810218978102
57559,0,1,0.08415794929789841,0.8147810218978102
48136,0,1,0.08415794929789841,0.8147810218978102
4967,0,0,0.08415794929789841,0.8147810218978102
73970,0,1,0.08415794929789841,0.8147810218978102
26300,0,0,0.08415794929789841,0.8147810218978102
89706,0,0,0.08415794929789841,0.8147810218978102
75357,0,1,0.08415794929789841,0.8147810218978102
68251,0,0,0.08415794929789841,0.8147810218978102
80464,0,0,0.08415794929789841,0.8147810218978102
70606,0,1,0.08415794929789841,0.8147810218978102
3334,0,1,0.08415794929789841,0.8147810218978102
13278,0,1,0.08415794929789841,0.8147810218978102
18411,0,1,0.08415794929789841,0.8147810218978102
91926,0,1,0.08415794929789841,0.8147810218978102
99084,0,0,0.08415794929789841,0.8147810218978102
44615,0,1,0.08415794929789841,0.8147810218978102
96499,0,0,0.08415794929789841,0.8147810218978102
53751,0,0,0.08415794929789841,0.8147810218978102
7237,0,1,0.08415794929789841,0.8147810218978102
87792,0,0,0.08415794929789841,0.8147810218978102
11358,0,0,0.08415794929789841,0.8147810218978102
13534,0,1,0.08415794929789841,0.8147810218978102
83747,0,0,0.08415794929789841,0.8147810218978102
89603,0,1,0.08415794929789841,0.8147810218978102
83828,0,1,0.08415794929789841,0.8147810218978102
40957,0,0,0.08415794929789841,0.8147810218978102
93828,0,0,0.08415794929789841,0.8147810218978102
93820,0,1,0.08415794929789841,0.8147810218978102
52495,0,1,0.08415794929789841,0.8147810218978102
11833,1,1,0.08415794929789841,0.8147810218978102
81665,0,0,0.08415794929789841,0.8147810218978102
20970,0,1,0.08415794929789841,0.8147810218978102
17084,0,0,0.08415794929789841,0.8147810218978102
99908,0,1,0.08415794929789841,0.8147810218978102
9806,0,1,0.08415794929789841,0.8147810218978102
63433,0,1,0.08415794929789841,0.8147810218978102
80890,0,1,0.08415794929789841,0.8147810218978102
55415,1,1,0.08415794929789841,0.8147810218978102
29976,0,0,0.08415794929789841,0.8147810218978102
83965,1,1,0.08415794929789841,0.8147810218978102
67370,1,1,0.08415794929789841,0.8147810218978102
99112,0,1,0.08415794929789841,0.8147810218978102
35683,0,0,0.08415794929789841,0.8147810218978102
9536,1,1,0.08415794929789841,0.8147810218978102
75550,0,0,0.08415794929789841,0.8147810218978102
74093,0,0,0.08415794929789841,0.8147810218978102
17585,0,1,0.08415794929789841,0.8147810218978102
74175,0,0,0.08415794929789841,0.8147810218978102
71209,0,1,0.08415794929789841,0.8147810218978102
74732,0,1,0.08415794929789841,0.8147810218978102
40691,0,0,0.08415794929789841,0.8147810218978102
45379,0,1,0.08415794929789841,0.8147810218978102
6049,0,0,0.08415794929789841,0.8147810218978102
36855,0,0,0.08415794929789841,0.8147810218978102
81022,0,1,0.08415794929789841,0.8147810218978102
5037,0,1,0.08415794929789841,0.8147810218978102
67012,0,1,0.08415794929789841,0.8147810218978102
7057,0,0,0.08415794929789841,0.8147810218978102
24445,0,1,0.08415794929789841,0.8147810218978102
62051,0,1,0.08415794929789841,0.8147810218978102
85814,0,0,0.08415794929789841,0.8147810218978102
26833,0,0,0.08415794929789841,0.8147810218978102
48312,1,1,0.08415794929789841,0.8147810218978102
98546,0,1,0.08415794929789841,0.8147810218978102
14897,0,0,0.08415794929789841,0.8147810218978102
63308,0,1,0.08415794929789841,0.8147810218978102
60537,0,0,0.08415794929789841,0.8147810218978102
3372,0,0,0.08415794929789841,0.8147810218978102
54089,0,1,0.08415794929789841,0.8147810218978102
78495,0,0,0.08415794929789841,0.8147810218978102
24083,0,0,0.08415794929789841,0.8147810218978102
79496,0,0,0.08415794929789841,0.8147810218978102
34636,0,0,0.08415794929789841,0.8147810218978102
43547,0,1,0.08415794929789841,0.8147810218978102
9960,0,1,0.08415794929789841,0.8147810218978102
42248,0,1,0.08415794929789841,0.8147810218978102
10331,0,0,0.08415794929789841,0.8147810218978102
94989,0,0,0.08415794929789841,0.8147810218978102
60446,0,0,0.08415794929789841,0.8147810218978102
97786,0,1,0.08415794929789841,0.8147810218978102
23284,1,1,0.08415794929789841,0.8147810218978102
1314,0,0,0.08415794929789841,0.8147810218978102
86605,0,0,0.08415794929789841,0.8147810218978102
21501,0,1,0.08415794929789841,0.8147810218978102
52066,0,1,0.08415794929789841,0.8147810218978102
58088,0,1,0.08415794929789841,0.8147810218978102
49845,0,0,0.08415794929789841,0.8147810218978102
13030,0,0,0.08415794929789841,0.8147810218978102
87643,0,1,0.08415794929789841,0.8147810218978102
28054,0,0,0.08415794929789841,0.8147810218978102
62135,0,1,0.08415794929789841,0.8147810218978102
3095,0,0,0.08415794929789841,0.8147810218978102
81025,0,1,0.08415794929789841,0.8147810218978102
47220,0,1,0.08415794929789841,0.8147810218978102
26824,0,1,0.08415794929789841,0.8147810218978102
12835,0,1,0.08415794929789841,0.8147810218978102
44436,1,0,0.08415794929789841,0.8147810218978102
72269,0,1,0.08415794929789841,0.8147810218978102
58442,0,0,0.08415794929789841,0.8147810218978102
60954,0,1,0.08415794929789841,0.8147810218978102
72174,0,0,0.08415794929789841,0.8147810218978102
19752,0,1,0.08415794929789841,0.8147810218978102
50705,0,1,0.08415794929789841,0.8147810218978102
48489,0,1,0.08415794929789841,0.8147810218978102
86440,0,0,0.08415794929789841,0.8147810218978102
37871,0,0,0.08415794929789841,0.8147810218978102
4977,0,0,0.08415794929789841,0.8147810218978102
50066,0,0,0.08415794929789841,0.8147810218978102
71974,0,1,0.08415794929789841,0.8147810218978102
11172,0,1,0.08415794929789841,0.8147810218978102
50373,0,1,0.08415794929789841,0.8147810218978102
11542,0,0,0.08415794929789841,0.8147810218978102
35599,0,1,0.08415794929789841,0.8147810218978102
61059,0,1,0.08415794929789841,0.8147810218978102
24770,0,0,0.08415794929789841,0.8147810218978102
49724,0,0,0.08415794929789841,0.8147810218978102
28613,0,0,0.08415794929789841,0.8147810218978102
38333,0,0,0.08415794929789841,0.8147810218978102
41394,0,0,0.08415794929789841,0.8147810218978102
29950,0,0,0.08415794929789841,0.8147810218978102
63068,0,1,0.08415794929789841,0.8147810218978102
13146,0,1,0.08415794929789841,0.8147810218978102
79111,0,0,0.08415794929789841,0.8147810218978102
49901,0,0,0.08415794929789841,0.8147810218978102
54547,0,0,0.08415794929789841,0.8147810218978102
3440,0,1,0.08415794929789841,0.8147810218978102
38756,0,0,0.08415794929789841,0.8147810218978102
298,1,1,0.08415794929789841,0.8147810218978102
96720,0,0,0.08415794929789841,0.8147810218978102
97987,0,1,0.08415794929789841,0.8147810218978102
57013,0,0,0.08415794929789841,0.8147810218978102
60854,0,1,0.08415794929789841,0.8147810218978102
58439,1,1,0.08415794929789841,0.8147810218978102
4839,0,0,0.08415794929789841,0.8147810218978102
46845,0,1,0.08415794929789841,0.8147810218978102
96699,0,0,0.08415794929789841,0.8147810218978102
52680,0,1,0.08415794929789841,0.8147810218978102
75621,1,1,0.08415794929789841,0.8147810218978102
22431,0,0,0.08415794929789841,0.8147810218978102
3685,0,1,0.08415794929789841,0.8147810218978102
72968,0,0,0.08415794929789841,0.8147810218978102
1709,0,0,0.08415794929789841,0.8147810218978102
83057,0,0,0.08415794929789841,0.8147810218978102
37682,0,0,0.08415794929789841,0.8147810218978102
39810,0,0,0.08415794929789841,0.8147810218978102
3190,0,1,0.08415794929789841,0.8147810218978102
3649,0,1,0.08415794929789841,0.8147810218978102
49152,0,0,0.08415794929789841,0.8147810218978102
20322,0,0,0.08415794929789841,0.8147810218978102
27434,0,0,0.08415794929789841,0.8147810218978102
91624,0,1,0.08415794929789841,0.8147810218978102
23388,0,0,0.08415794929789841,0.8147810218978102
23539,0,0,0.08415794929789841,0.8147810218978102
7280,0,1,0.08415794929789841,0.8147810218978102
17267,0,0,0.08415794929789841,0.8147810218978102
40587,0,1,0.08415794929789841,0.8147810218978102
29809,0,1,0.08415794929789841,0.8147810218978102
93543,0,0,0.08415794929789841,0.8147810218978102
64428,0,0,0.08415794929789841,0.8147810218978102
91139,0,0,0.08415794929789841,0.8147810218978102
78787,0,1,0.08415794929789841,0.8147810218978102
66703,0,0,0.08415794929789841,0.8147810218978102
13604,0,0,0.08415794929789841,0.8147810218978102
50162,0,1,0.08415794929789841,0.8147810218978102
58219,0,1,0.08415794929789841,0.8147810218978102
91227,0,0,0.08415794929789841,0.8147810218978102
25236,0,0,0.08415794929789841,0.8147810218978102
10502,0,1,0.08415794929789841,0.8147810218978102
98680,1,1,0.08415794929789841,0.8147810218978102
26354,0,0,0.08415794929789841,0.8147810218978102
9934,0,0,0.08415794929789841,0.8147810218978102
70575,0,0,0.08415794929789841,0.8147810218978102
80150,0,0,0.08415794929789841,0.8147810218978102
55258,0,0,0.08415794929789841,0.8147810218978102
551,0,0,0.08415794929789841,0.8147810218978102
63856,0,0,0.08415794929789841,0.8147810218978102
15217,0,0,0.08415794929789841,0.8147810218978102
47821,0,1,0.08415794929789841,0.8147810218978102
47831,0,0,0.08415794929789841,0.8147810218978102
82218,0,1,0.08415794929789841,0.8147810218978102
1113,0,0,0.08415794929789841,0.8147810218978102
56391,0,1,0.08415794929789841,0.8147810218978102
97961,0,1,0.08415794929789841,0.8147810218978102
32721,0,1,0.08415794929789841,0.8147810218978102
48411,0,0,0.08415794929789841,0.8147810218978102
91273,0,0,0.08415794929789841,0.8147810218978102
66731,0,1,0.08415794929789841,0.8147810218978102
15272,0,1,0.08415794929789841,0.8147810218978102
49056,0,1,0.08415794929789841,0.8147810218978102
23353,0,1,0.08415794929789841,0.8147810218978102
65898,0,0,0.08415794929789841,0.8147810218978102
1328,0,0,0.08415794929789841,0.8147810218978102
5405,0,0,0.08415794929789841,0.8147810218978102
20557,0,1,0.08415794929789841,0.8147810218978102
7026,0,0,0.08415794929789841,0.8147810218978102
38385,0,1,0.08415794929789841,0.8147810218978102
31284,0,0,0.08415794929789841,0.8147810218978102
55534,0,1,0.08415794929789841,0.8147810218978102
38396,0,0,0.08415794929789841,0.8147810218978102
95946,0,0,0.08415794929789841,0.8147810218978102
8825,0,1,0.08415794929789841,0.8147810218978102
20893,0,0,0.08415794929789841,0.8147810218978102
41107,0,0,0.08415794929789841,0.8147810218978102
15329,0,1,0.08415794929789841,0.8147810218978102
31128,0,1,0.08415794929789841,0.8147810218978102
35427,0,0,0.08415794929789841,0.8147810218978102
75009,0,1,0.08415794929789841,0.8147810218978102
10148,0,0,0.08415794929789841,0.8147810218978102
59528,0,1,0.08415794929789841,0.8147810218978102
47891,0,1,0.08415794929789841,0.8147810218978102
30666,0,1,0.08415794929789841,0.8147810218978102
8805,0,0,0.08415794929789841,0.8147810218978102
10734,0,1,0.08415794929789841,0.8147810218978102
15519,0,1,0.08415794929789841,0.8147810218978102
74379,0,1,0.08415794929789841,0.8147810218978102
76976,0,1,0.08415794929789841,0.8147810218978102
54848,0,0,0.08415794929789841,0.8147810218978102
73981,0,0,0.08415794929789841,0.8147810218978102
42780,1,1,0.08415794929789841,0.8147810218978102
52858,0,1,0.08415794929789841,0.8147810218978102
79869,0,0,0.08415794929789841,0.8147810218978102
11757,0,0,0.08415794929789841,0.8147810218978102
32787,0,0,0.08415794929789841,0.8147810218978102
91064,0,1,0.08415794929789841,0.8147810218978102
90232,0,0,0.08415794929789841,0.8147810218978102
31394,0,1,0.08415794929789841,0.8147810218978102
69658,0,0,0.08415794929789841,0.8147810218978102
53728,0,1,0.08415794929789841,0.8147810218978102
41597,0,0,0.08415794929789841,0.8147810218978102
85857,0,1,0.08415794929789841,0.8147810218978102
90890,0,0,0.08415794929789841,0.8147810218978102
14605,0,1,0.08415794929789841,0.8147810218978102
57118,1,1,0.08415794929789841,0.8147810218978102
95941,0,1,0.08415794929789841,0.8147810218978102
12747,0,0,0.08415794929789841,0.8147810218978102
62635,0,0,0.08415794929789841,0.8147810218978102
56543,0,0,0.08415794929789841,0.8147810218978102
44710,0,1,0.08415794929789841,0.8147810218978102
90320,0,1,0.08415794929789841,0.8147810218978102
98180,0,1,0.08415794929789841,0.8147810218978102
37653,0,1,0.08415794929789841,0.8147810218978102
9207,0,0,0.08415794929789841,0.8147810218978102
74480,0,1,0.08415794929789841,0.8147810218978102
24208,0,0,0.08415794929789841,0.8147810218978102
86253,0,1,0.08415794929789841,0.8147810218978102
35975,0,1,0.08415794929789841,0.8147810218978102
82185,0,0,0.08415794929789841,0.8147810218978102
82414,0,0,0.08415794929789841,0.8147810218978102
8700,0,1,0.08415794929789841,0.8147810218978102
42455,0,0,0.08415794929789841,0.8147810218978102
1638,0,0,0.08415794929789841,0.8147810218978102
32027,0,1,0.08415794929789841,0.8147810218978102
86644,0,1,0.08415794929789841,0.8147810218978102
73501,0,0,0.08415794929789841,0.8147810218978102
55146,0,0,0.08415794929789841,0.8147810218978102
4219,0,0,0.08415794929789841,0.8147810218978102
79577,0,0,0.08415794929789841,0.8147810218978102
1800,0,0,0.08415794929789841,0.8147810218978102
10657,0,1,0.08415794929789841,0.8147810218978102
66665,0,1,0.08415794929789841,0.8147810218978102
44266,0,0,0.08415794929789841,0.8147810218978102
44613,0,1,0.08415794929789841,0.8147810218978102
54267,0,0,0.08415794929789841,0.8147810218978102
39695,0,1,0.08415794929789841,0.8147810218978102
24827,0,1,0.08415794929789841,0.8147810218978102
13774,0,1,0.08415794929789841,0.8147810218978102
85809,1,1,0.08415794929789841,0.8147810218978102
3357,0,0,0.08415794929789841,0.8147810218978102
27679,0,1,0.08415794929789841,0.8147810218978102
21860,0,0,0.08415794929789841,0.8147810218978102
2862,0,1,0.08415794929789841,0.8147810218978102
34114,0,0,0.08415794929789841,0.8147810218978102
23076,0,1,0.08415794929789841,0.8147810218978102
58603,0,0,0.08415794929789841,0.8147810218978102
89422,0,0,0.08415794929789841,0.8147810218978102
71327,0,1,0.08415794929789841,0.8147810218978102
22970,0,1,0.08415794929789841,0.8147810218978102
49361,1,0,0.08415794929789841,0.8147810218978102
60494,0,0,0.08415794929789841,0.8147810218978102
12735,0,1,0.08415794929789841,0.8147810218978102
43388,0,1,0.08415794929789841,0.8147810218978102
8980,0,1,0.08415794929789841,0.8147810218978102
36775,0,0,0.08415794929789841,0.8147810218978102
65735,0,0,0.08415794929789841,0.8147810218978102
83990,0,0,0.08415794929789841,0.8147810218978102
69160,0,0,0.08415794929789841,0.8147810218978102
75754,0,1,0.08415794929789841,0.8147810218978102
88047,0,1,0.08415794929789841,0.8147810218978102
66097,0,1,0.08415794929789841,0.8147810218978102
50629,0,1,0.08415794929789841,0.8147810218978102
83299,0,0,0.08415794929789841,0.8147810218978102
49508,0,0,0.08415794929789841,0.8147810218978102
54866,0,1,0.08415794929789841,0.8147810218978102
67034,0,1,0.08415794929789841,0.8147810218978102
80586,0,1,0.08415794929789841,0.8147810218978102
20764,0,1,0.08415794929789841,0.8147810218978102
23745,0,1,0.08415794929789841,0.8147810218978102
26819,0,1,0.08415794929789841,0.8147810218978102
86438,0,1,0.08415794929789841,0.8147810218978102
2760,0,0,0.08415794929789841,0.8147810218978102
59259,0,1,0.08415794929789841,0.8147810218978102
72338,0,1,0.08415794929789841,0.8147810218978102
97523,0,0,0.08415794929789841,0.8147810218978102
44131,0,0,0.08415794929789841,0.8147810218978102
85504,0,1,0.08415794929789841,0.8147810218978102
73198,0,1,0.08415794929789841,0.8147810218978102
32645,0,1,0.08415794929789841,0.8147810218978102
85545,0,1,0.08415794929789841,0.8147810218978102
78301,0,0,0.08415794929789841,0.8147810218978102
87882,0,1,0.08415794929789841,0.8147810218978102
97621,0,0,0.08415794929789841,0.8147810218978102
49633,0,1,0.08415794929789841,0.8147810218978102
84706,0,1,0.08415794929789841,0.8147810218978102
83360,0,1,0.08415794929789841,0.8147810218978102
32935,0,0,0.08415794929789841,0.8147810218978102
70509,0,1,0.08415794929789841,0.8147810218978102
26804,0,0,0.08415794929789841,0.8147810218978102
86403,0,1,0.08415794929789841,0.8147810218978102
98630,0,0,0.08415794929789841,0.8147810218978102
46781,0,0,0.08415794929789841,0.8147810218978102
40473,0,0,0.08415794929789841,0.8147810218978102
62140,0,1,0.08415794929789841,0.8147810218978102
52261,0,1,0.08415794929789841,0.8147810218978102
75949,0,0,0.08415794929789841,0.8147810218978102
38424,0,1,0.08415794929789841,0.8147810218978102
85791,0,1,0.08415794929789841,0.8147810218978102
66170,0,1,0.08415794929789841,0.8147810218978102
37288,0,0,0.08415794929789841,0.8147810218978102
71530,0,1,0.08415794929789841,0.8147810218978102
97000,0,1,0.08415794929789841,0.8147810218978102
19108,0,1,0.08415794929789841,0.8147810218978102
18483,0,0,0.08415794929789841,0.8147810218978102
89315,0,0,0.08415794929789841,0.8147810218978102
85452,0,1,0.08415794929789841,0.8147810218978102
98107,0,1,0.08415794929789841,0.8147810218978102
69604,0,1,0.08415794929789841,0.8147810218978102
45833,0,0,0.08415794929789841,0.8147810218978102
38580,0,0,0.08415794929789841,0.8147810218978102
20170,0,0,0.08415794929789841,0.8147810218978102
2049,0,1,0.08415794929789841,0.8147810218978102
89369,0,0,0.08415794929789841,0.8147810218978102
65748,0,0,0.08415794929789841,0.8147810218978102
20473,0,1,0.08415794929789841,0.8147810218978102
29845,0,1,0.08415794929789841,0.8147810218978102
27521,0,1,0.08415794929789841,0.8147810218978102
71155,0,0,0.08415794929789841,0.8147810218978102
52867,0,1,0.08415794929789841,0.8147810218978102
56434,1,1,0.08415794929789841,0.8147810218978102
55461,1,0,0.08415794929789841,0.8147810218978102
17195,0,1,0.08415794929789841,0.8147810218978102
80815,0,0,0.08415794929789841,0.8147810218978102
24159,0,0,0.08415794929789841,0.8147810218978102
33065,0,1,0.08415794929789841,0.8147810218978102
84673,1,1,0.08415794929789841,0.8147810218978102
99623,0,1,0.08415794929789841,0.8147810218978102
45188,0,1,0.08415794929789841,0.8147810218978102
20193,0,0,0.08415794929789841,0.8147810218978102
46770,0,0,0.08415794929789841,0.8147810218978102
17669,0,0,0.08415794929789841,0.8147810218978102
38381,0,1,0.08415794929789841,0.8147810218978102
74386,0,1,0.08415794929789841,0.8147810218978102
52946,0,0,0.08415794929789841,0.8147810218978102
95122,0,1,0.08415794929789841,0.8147810218978102
47334,0,0,0.08415794929789841,0.8147810218978102
43698,0,0,0.08415794929789841,0.8147810218978102
10614,0,0,0.08415794929789841,0.8147810218978102
70526,0,1,0.08415794929789841,0.8147810218978102
23717,0,1,0.08415794929789841,0.8147810218978102
41702,0,1,0.08415794929789841,0.8147810218978102
29960,0,1,0.08415794929789841,0.8147810218978102
71243,0,1,0.08415794929789841,0.8147810218978102
24,0,0,0.08415794929789841,0.8147810218978102
28161,0,0,0.08415794929789841,0.8147810218978102
30045,1,1,0.08415794929789841,0.8147810218978102
81092,0,0,0.08415794929789841,0.8147810218978102
89112,0,0,0.08415794929789841,0.8147810218978102
4072,0,1,0.08415794929789841,0.8147810218978102
31682,0,0,0.08415794929789841,0.8147810218978102
18862,0,0,0.08415794929789841,0.8147810218978102
6500,0,0,0.08415794929789841,0.8147810218978102
99979,0,1,0.08415794929789841,0.8147810218978102
97673,0,0,0.08415794929789841,0.8147810218978102
43443,0,0,0.08415794929789841,0.8147810218978102
69966,0,1,0.08415794929789841,0.8147810218978102
77508,0,1,0.08415794929789841,0.8147810218978102
34279,0,1,0.08415794929789841,0.8147810218978102
31396,0,0,0.08415794929789841,0.8147810218978102
75069,0,0,0.08415794929789841,0.8147810218978102
93312,0,0,0.08415794929789841,0.8147810218978102
69946,0,1,0.08415794929789841,0.8147810218978102
63074,0,0,0.08415794929789841,0.8147810218978102
58437,0,0,0.08415794929789841,0.8147810218978102
4527,0,0,0.08415794929789841,0.8147810218978102
34668,0,0,0.08415794929789841,0.8147810218978102
978,0,1,0.08415794929789841,0.8147810218978102
76684,0,1,0.08415794929789841,0.8147810218978102
98788,0,1,0.08415794929789841,0.8147810218978102
78055,0,1,0.08415794929789841,0.8147810218978102
34509,0,1,0.08415794929789841,0.8147810218978102
51075,0,0,0.08415794929789841,0.8147810218978102
53232,0,1,0.08415794929789841,0.8147810218978102
25477,0,0,0.08415794929789841,0.8147810218978102
72118,0,1,0.08415794929789841,0.8147810218978102
68048,0,0,0.08415794929789841,0.8147810218978102
48512,0,1,0.08415794929789841,0.8147810218978102
17691,0,0,0.08415794929789841,0.8147810218978102
83744,0,1,0.08415794929789841,0.8147810218978102
42774,1,0,0.08415794929789841,0.8147810218978102
16473,0,1,0.08415794929789841,0.8147810218978102
17491,0,1,0.08415794929789841,0.8147810218978102
93360,0,1,0.08415794929789841,0.8147810218978102
31698,0,0,0.08415794929789841,0.8147810218978102
95756,0,1,0.08415794929789841,0.8147810218978102
18829,0,1,0.08415794929789841,0.8147810218978102
1199,0,0,0.08415794929789841,0.8147810218978102
11339,0,0,0.08415794929789841,0.8147810218978102
5426,0,0,0.08415794929789841,0.8147810218978102
91008,0,1,0.08415794929789841,0.8147810218978102
26046,0,0,0.08415794929789841,0.8147810218978102
64584,0,0,0.08415794929789841,0.8147810218978102
90403,0,1,0.08415794929789841,0.8147810218978102
48557,0,1,0.08415794929789841,0.8147810218978102
71817,1,1,0.08415794929789841,0.8147810218978102
14627,0,1,0.08415794929789841,0.8147810218978102
74040,0,1,0.08415794929789841,0.8147810218978102
53294,1,0,0.08415794929789841,0.8147810218978102
89659,0,0,0.08415794929789841,0.8147810218978102
76447,0,1,0.08415794929789841,0.8147810218978102
84489,0,1,0.08415794929789841,0.8147810218978102
26808,0,1,0.08415794929789841,0.8147810218978102
34360,0,0,0.08415794929789841,0.8147810218978102
21559,0,0,0.08415794929789841,0.8147810218978102
70567,0,1,0.08415794929789841,0.8147810218978102
72786,0,0,0.08415794929789841,0.8147810218978102
80814,0,1,0.08415794929789841,0.8147810218978102
52993,0,1,0.08415794929789841,0.8147810218978102
9396,0,0,0.08415794929789841,0.8147810218978102
97342,0,1,0.08415794929789841,0.8147810218978102
66618,0,0,0.08415794929789841,0.8147810218978102
40159,0,1,0.08415794929789841,0.8147810218978102
57741,0,0,0.08415794929789841,0.8147810218978102
62617,0,1,0.08415794929789841,0.8147810218978102
